   11756 Geotech_GS21_cap                                   GS21   s d   20.000000   1.17200000E-02         1.000000 responses                                                        PD01_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11757 Geotech_GS21_cap                                   GS21   s d   20.000000   1.22500000E-02         1.000000 responses                                                        PD02_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11758 Geotech_GS21_cap                                   GS21   s d   20.000000   1.23500000E-02         1.000000 responses                                                        PD03_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11759 Geotech_GS21_cap                                   GS21   s d   20.000000   1.19900000E-02         1.000000 responses                                                        PD04_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11760 Geotech_GS21_cap                                   GS21   s d   20.000000   1.22700000E-02         1.000000 responses                                                        PD05_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11761 Geotech_GS21_cap                                   GS21   s d   20.000000   1.12300000E-02         1.000000 responses                                                        PD06_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11762 Geotech_GS21_cap                                   GS21   s d   20.000000   1.28100000E-02         1.000000 responses                                                        PD07_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11763 Geotech_GS21_cap                                   GS21   s d   20.000000   1.18800000E-02         1.000000 responses                                                        PD08_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11764 Geotech_GS21_cap                                   GS21   s d   20.000000   1.24200000E-02         1.000000 responses                                                        PD09_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11765 Geotech_GS21_cap                                   GS21   s d   20.000000   1.23300000E-02         1.000000 responses                                                        PD10_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11766 Geotech_GS21_cap                                   GS21   s d   20.000000   1.32300000E-02         1.000000 responses                                                        PD11_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11767 Geotech_GS21_cap                                   GS21   s d   20.000000   1.18100000E-02         1.000000 responses                                                        PD12_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11768 Geotech_GS21_cap                                   GS21   s d   20.000000   1.24100000E-02         1.000000 responses                                                        PD13_SHZ_AF_2018263.fap          fap    20181130 12:00:00
   11634 Guralp_CMG_3T-B                                    CMG3TB b d   40.000000   9.80000000E-03         1.000000 responses                                                        PD31_BHE_AF_2018170.fap          fap    20180619 12:00:00
   11633 Guralp_CMG_3T-B                                    CMG3TB b d   40.000000   9.75000000E-03         1.000000 responses                                                        PD31_BHN_AF_2018170.fap          fap    20180619 12:00:00
   11632 Guralp_CMG_3T-B                                    CMG3TB b d   40.000000   1.05900000E-02         1.000000 responses                                                        PD31_BHZ_AF_2018170.fap          fap    20180619 12:00:00
    3048 GS_13H                                             GS-13  s d   40.000000   1.54160000E-02         1.000000 responses                                                        PDAR.SP_32.961070400             fap    20101105 12:00:00
    7333 GS_13H                                             GS-13  s d   40.000000   1.50200000E-02         1.000000 responses                                                        PDAR.SP_32.961070400             fap    20140709 12:00:00
    3050 GS_13V                                             GS-13  s d   40.000000   1.54650000E-02         1.000000 responses                                                        PDAR.SP_32.961070400             fap    20101105 12:00:00
